Shrt_Desc,Class,Sugar_Tot_.g.,Iron_.mg.,Cholestrl_.mg.
CANDIES/MARSHMALLOWS,3.0,57.56,0.23,0.0
CANDIES/NESTLE/BIT-O'-HONEY CANDY CHEWS,3.0,48.0,0.2,0.0
SUGARS/MAPLE,3.0,84.87,1.61,0.0
OATMEAL SQUARES/GOLDEN MAPLE,1.0,16.84,32.75,0.0
CANDIES/KRACKEL CHOC BAR,3.0,52.53,1.06,11.0
POTATO STKS,2.0,0.22,2.27,0.0
CHRISTMAS CRUNCH,1.0,44.31,19.78,0.0
CREAM OF WHEAT/INST/PREP W/ H2O/WO/ SALT,1.0,0.07,4.96,0.0
KELLOGG'S CINN MINI SWIRLZ,1.0,11.0,6.0,0.0
TORTILLA CHIPS/UNSALTED/WHITE CORN,2.0,1.0,2.32,0.0
ICE CREAMS/BREYERS/NO SUGAR ADDED/VANILLA CHOC STRAWBERRY,3.0,6.15,0.27,18.0
KELLOGG'S MUESLIX,1.0,25.5,8.2,0.0
KASHI HEART TO HEART/WARM CINN,1.0,14.3,8.7,0.0
PECTIN/LIQUID,3.0,0.0,0.0,0.0
POST SELECTS MAPLE PECAN CRUNCH,1.0,23.08,3.46,0.0
KASHI HEART TO HEART/HONEY TSTD OAT,1.0,15.6,5.5,0.0
WHEATENA/DRY,1.0,1.6,3.57,0.0
MALT-O-MEAL/FRUITY DYNO-BITES,1.0,42.6,7.62,1.0
FORM BAR/ZONE PERFECT CLASSIC CRUNCH BAR/MXD FLAVORS,2.0,27.0,3.6,8.0
OATS/INST/FORT/PLN/DRY,1.0,1.5,24.72,0.0
HONEY,3.0,82.12,0.42,0.0
FROZEN NOVELTIES/KLONDIKE/SLIM-A-BEAR CHOC CONE,3.0,24.62,0.75,2.0
CANDIES/NESTLE/CRUNCH BAR&DSSRT TOPPING,3.0,55.0,0.7,13.0
FROSTINGS/CHOC/CREAMY/RTE,3.0,57.7,1.42,0.0
CANDIES/MARS SNACKFOOD US/MILKYWAYCARAML/MILKCHOCOV,3.0,58.65,0.34,20.0
CANDIES/HERSHEY/REESESTICKS CRISPY WAFERS/PNUT BUT/MILK CHOC,3.0,40.33,1.3,6.0
KELLOGG'S MINI-WHEATS/UNFROSTED BITE SZE,1.0,0.4,29.5,0.0
NATURE'S PATH/OPTIMUM,1.0,29.09,4.91,0.0
INST OATMEAL/FRUIT & CRM VAR/DRY,1.0,31.27,11.3,0.0
APPL CINN CHEERIOS,1.0,34.2,15.0,0.0
GELATIN DSSRT/DRY MIX/RED CAL/W/ ASPRT/PREP W/ H2O,3.0,0.0,0.01,0.0
HOMINY GRITS/WHITE/REG/DRY,1.0,1.0,4.39,0.0
SYRUPS/MAPLE,3.0,67.9,0.11,0.0
FORMULATED BAR/LUNA BAR/NUTZ OVER CHOC,2.0,16.9,14.2,0.0
FROZEN YOGURTS/VANILLA/SOFT-SERVE,3.0,24.0,0.3,2.0
GRANOLA BAR/KASHI GOLEAN/CHEWY/MXD FLAVORS,2.0,42.31,1.62,6.0
CANDIES/CARAMELS,3.0,65.5,0.14,7.0
25% LESS SUGAR CINN TOAST CRUNCH,1.0,19.7,12.89,0.0
RTE/KASHI 7 WHL GRAIN PUFFS,1.0,0.93,3.0,0.0
CHOCOLATE/DK/70-85% CACAO SOL,3.0,23.99,11.9,3.0
RTE/GENERAL MILLS/RICE CHEX,1.0,8.1,33.3,0.0
RTE/GENERAL MILLS/HONEY NUT CHEERIOS/MEDLEY CRUNCH,1.0,29.1,14.5,0.0
CANDIES/TAFFY/PREPARED-FROM-RECIPE,3.0,68.48,0.01,9.0
ICE CREAMS/REG/LO CARBOHYDRATE/CHOC,3.0,6.35,0.93,34.0
OATS/INST/FORT/W/ CINN & SPICE/DRY,1.0,25.33,8.46,0.0
FAMILIA,1.0,23.2,2.78,0.0
KASHI/KASHI U,1.0,19.2,2.8,0.0
FORM BAR/MARS SNACKFOOD US/COCOAVIA/CHOC ALMOND,2.0,27.03,2.21,2.0
FROZEN NOVELTIES/NO SUGAR ADDED CREAMSICLE POPS,3.0,2.75,0.28,3.0
JAMS AND PRESERVES,3.0,48.5,0.49,0.0
ICE CREAMS/CHOC/LT/NO SUGAR ADDED,3.0,5.65,0.48,16.0
CANDIES/MARS SNACKFOOD US/DOVE MILK CHOC,3.0,55.45,1.11,18.0
CANDIES/MARS SNACKFOOD US/M&M'S PNUT BUTTER CHOC CANDIES,3.0,47.15,1.06,7.0
FRSTD MINI-WHEATS/BIG BITE,1.0,20.3,28.0,0.0
FROZEN NOVELTIES/NO SUGAR ADDED/FUDGESICLE POPS,3.0,3.93,0.94,2.0
SYRUPS/DIETETIC,3.0,0.01,0.0,0.0
CANDIES/M&M MARS 3 MUSKETEERS TRUFFLE CRISP,3.0,57.69,1.88,18.0
TOPPINGS/PINEAPPLE,3.0,21.01,0.12,0.0
INST OATMEAL/RAISINS/DATES & WALNUTS/DRY,1.0,30.85,10.7,0.0
EGG CUSTARDS/DRY MIX/PREP W/ WHL MILK,3.0,4.82,0.34,51.0
POST HONEY BUNCHES OF OATS W/ CINN BUNCHES,1.0,20.2,27.0,0.0
MALT-O-MEAL/GOLDEN PUFFS,1.0,51.34,7.92,0.0
MARS SNACKFOOD US/SNICKERS MUNCH BAR,3.0,30.87,1.02,24.0
5TH AVENUE CANDY BAR,3.0,47.19,1.2,6.0
GRANOLA BARS/QUAKER OATMEAL TO GO/ALL FLAVORS,2.0,31.54,6.0,36.0
QUAKER PUFFED WHEAT,1.0,1.37,4.41,0.0
SESAME STKS/WHEAT-BASED/SALTED,2.0,0.19,0.74,0.0
INST OATMEAL/RAISIN & SPICE/DRY,1.0,35.65,9.1,0.0
SWEETENERS/TABLETOP/ASPRT/EQ/PACKETS,3.0,80.7,0.04,0.0
MOLASSES,3.0,74.72,4.72,0.0
VEG CHIPS/HAIN CELESTIAL GROUP/TERRA CHIPS,2.0,9.75,1.64,0.0
TORTILLA CHIPS/LOFAT/MADE W/OLESTRA/NACHO CHS,2.0,2.82,4.8,2.0
BAK CHOC/MARS SNACKFOOD US/M&M'S SEMISWT CHOC MINI BAK BITS,3.0,53.07,2.91,3.0
TOTAL RAISIN BRAN,1.0,32.3,34.0,0.0
CANDIES/MILK CHOC/W/RICE CRL,3.0,51.06,2.65,23.0
CANDIES/NESTLE/BUTTERFINGER BAR,3.0,45.9,0.79,0.0
CORN-BASED/EXTRUDED/ONION-FLAVOR,2.0,4.83,3.72,0.0
SYRUPS/TABLE BLENDS/PANCAKE,3.0,21.47,0.03,0.0
PUDDINGS/CHOC/RTE,3.0,17.17,1.27,1.0
ICE CREAMS/CHOC/RICH,3.0,17.35,1.02,60.0
