Shrt_Desc,Class,Sugar_Tot_.g.,Iron_.mg.,Cholestrl_.mg.
CEREALS/FARINA/ENR/ASSORTED BRANDS/DRY,1.0,0.56,33.39,0.0
ICE CREAMS/CHOC/LT,3.0,24.71,0.69,28.0
SNACKS/SWT POTATO CHIPS/UNSALTED,2.0,8.82,2.12,0.0
