Shrt_Desc,Class,Sugar_Tot_.g.,Iron_.mg.,Cholestrl_.mg.
CEREALS/WHL WHEAT HOT NAT CRL/CKD W/ H2O/WO/ SALT,1.0,-0.299877313158,-0.114898333333,-0.0387362637363
CANDIES/MR. GOODBAR CHOC BAR,3.0,0.182077497188,-0.102065,0.0711538461538
Snacks/ granola bar/ QUAKER/ DIPPS/ all flavors,2.0,0.0838257846846,-0.105898333333,-0.0387362637363
CANDIES/ROLO CARAMELS IN MILK CHOC,3.0,0.352918924445,-0.118231666667,0.0931318681319
ICE CREAMS/BREYERS/NO SUGAR ADDED/BUTTER PECAN,3.0,-0.240374194868,-0.122065,0.159065934066
RICE CAKES/BROWN RICE/PLN/UNSALTED,2.0,-0.291698190369,-0.100398333333,-0.0387362637363
COCOA/DRY PDR/HI-FAT OR BRKFST/PLN,3.0,-0.284848175033,0.116435,-0.0387362637363
CEREALS RTE/KELLOGG'S FRSTD MINI-WHTS TOUCH FRT MDL MXD BER,1.0,-0.11870974338,0.366435,-0.0387362637363
CEREALS/CRM OF WHEAT/REG (10 MINUTE)/CKD W/ H2O/W/ SALT,1.0,-0.300388508332,-0.0587316666667,-0.0387362637363
CANDIES/MARS SNACKFOOD US/TWIX CHOC FUDGE COOKIE BARS,3.0,0.24117165934,-0.103398333333,0.0271978021978
CEREALS RTE/NATURE'S PATH/ORGANIC FLAX PLUS FLAKES,1.0,-0.175452407729,-0.027065,-0.0387362637363
CEREALS/QUAKER/CORN GRITS/INST/PLN/DRY,1.0,-0.285257131173,0.520601666667,-0.0387362637363
CEREALS/QUAKER/INST OATMEAL EXPRESS CINN ROLL/DRY,1.0,0.015325631326,-0.014065,-0.0387362637363
FORM BAR/MARS SNACKFOOD US/COCOAVIA/CHOC BLUEBERRY,2.0,0.0407831510071,-0.0938983333333,-0.0167582417582
CEREALS RTE/AMARANTH FLAKES,1.0,-0.296401185973,-0.0958983333333,-0.0387362637363
SWEETENERS/TABLETOP/FRUCTOSE/DRY/PDR,3.0,0.647060627748,-0.123565,-0.0387362637363
CEREALS RTE/POST SELECTS BLUEBERRY MORNING,1.0,-0.00215724363562,-0.0702316666667,-0.0387362637363
SWEETENERS/TABLETOP/FRUCTOSE/LIQ,3.0,0.476321439526,-0.123398333333,-0.0387362637363
CANDIES/MARS SNACKFOOD US/MILKY WAY BAR,3.0,0.309569573663,-0.117065,0.0601648351648
CEREALS RTE/POST RAISIN BRAN CRL,1.0,0.0469174930989,0.179768333333,-0.0387362637363
CEREALS RTE/GENERAL MILLS/WHEATIES,1.0,-0.145291892445,0.429768333333,-0.0387362637363
CEREALS RTE/GENERAL MILLS/FRANKENBERRY,1.0,-0.0216848992946,0.101435,-0.0387362637363
CEREALS RTE/GENERAL MILLS/CINN BURST CHEERIOS,1.0,-0.0134035374706,0.296268333333,-0.0387362637363
CEREALS RTE/QUAKER/MAPLE BROWN SUGAR LIFE CRL,1.0,-0.0461200286269,0.352935,-0.0387362637363
CEREALS RTE/QUAKER/CAP'N CRUNCH'S OOPS! ALL BERRIES CRL,1.0,0.15099683059,0.234268333333,-0.0387362637363
CEREALS RTE/KASHI GOOD FRIENDS,1.0,-0.108485839894,-0.0568983333333,-0.0387362637363
CEREALS RTE/GENERAL MILLS/FRUITY CHEERIOS,1.0,0.0285144668234,0.153101666667,-0.0387362637363
CANDIES/TRUFFLES/PREPARED-FROM-RECIPE,3.0,0.090982517125,-0.096065,0.543681318681
CEREALS/QUAKER/WHL WHEAT NAT CRL,1.0,-0.280247418464,-0.0702316666667,-0.0387362637363
FROZEN NOVELTIES/ICE TYPE/LIME,3.0,0.032604028218,-0.122565,-0.0387362637363
TRAIL MIX/REG/W/CHOC CHIPS/SALTED NUTS&SEEDS,2.0,-0.056548410183,-0.0687316666667,0.00521978021978
CANDIES/FUDGE/PNUT BUTTER/PREPARED-FROM-RECIPE,3.0,0.449330334322,-0.121565,-0.00576923076923
CEREALS/OATS/INST/FORT/W/ RAISINS & SPICE/DRY,1.0,0.079020550046,0.031935,-0.0387362637363
CEREALS RTE/GENERAL MILLS/CHEERIOS/BANANA NUT,1.0,0.0377159799611,0.143101666667,-0.0387362637363
SUGARS/BROWN,3.0,0.691227890809,-0.113398333333,-0.0387362637363
CEREALS RTE/KELLOGG/KELLOGG'S RAISIN BRAN,1.0,0.0193129536857,0.0802683333333,-0.0387362637363
FROZEN YOGURTS/FLAVORS OTHER THAN CHOC,3.0,-0.097035067989,-0.117565,0.104120879121
SNACKS/POTATO CHIPS/FAT-FREE/MADE W/OLESTRA,2.0,-0.300695225437,-0.0852316666667,-0.0387362637363
CEREALS RTE/NATURE'S PATH/OPTIMUM SLIM,1.0,-0.114824660055,-0.0433983333333,-0.0387362637363
CANDIES/CRISPY BAR W/ PNUT BUTTER FILLING,3.0,0.111634802167,-0.103565,0.0162087912088
FROZ NOVLT/ICE CRM/VAN ICE CRM/LT/NO SUGAR ADDED/CHOC COATD,3.0,-0.213587567733,-0.120398333333,0.0711538461538
JAMS&PRESERVES/APRICOT,3.0,0.143022185871,-0.117065,-0.0387362637363
CEREALS RTE/QUAKER/QUAKER CINN OATMEAL SQUARES,1.0,-0.130978427564,0.366768333333,-0.0387362637363
CEREALS RTE/BARBARA'S PUFFINS/ORIGINAL,1.0,-0.11134853287,-0.103065,-0.0387362637363
CANDIES/MARS SNACKFOOD US/3 MUSKETEERS BAR,3.0,0.383181678765,-0.114065,0.0162087912088
CEREALS RTE/GENERAL MILLS/FIBER ONE/RAISIN BRAN CLUSTERS,1.0,-0.0399856865351,0.0112683333333,-0.0387362637363
COCOA/DRY PDR/HI-FAT OR BRKFST/PROC W/ALKALI,3.0,-0.285052653103,0.116435,-0.0387362637363
SUGARS/POWDERED,3.0,0.699304774563,-0.124231666667,-0.0387362637363
CANDIES/CONFECTIONER'S COATING/YOGURT,3.0,0.336867395972,-0.122898333333,-0.0277472527473
SNACKS/FRITOLAY/SUNCHIPS/MULTIGRAIN/HARVEST CHEDDAR,2.0,-0.228616705858,-0.101731666667,-0.0387362637363
ICE CREAMS/VANILLA/LT/NO SUGAR ADDED,3.0,-0.234648808915,-0.122065,0.257967032967
CEREALS RTE/MALT-O-MEAL/HONEY GRAHAM SQUARES,1.0,0.0336264185666,0.438268333333,-0.0387362637363
CEREALS/WHL WHEAT HOT NAT CRL/DRY,1.0,-0.296401185973,-0.0687316666667,-0.0387362637363
CEREALS/WHEATENA/CKD W/ H2O/W/ SALT,1.0,-0.298139249565,-0.115898333333,-0.0387362637363
CHEWING GUM,3.0,0.374900316941,-0.125231666667,-0.0387362637363
CEREALS RTE/KELLOGG'S/FRUIT HARVEST STRAWBERRY/BLUEBERRY,1.0,0.0418055413557,0.133101666667,-0.0387362637363
CEREALS/QUAKER/INST OATMEAL/CINNAMON-SPICE/DRY,1.0,-0.0845619057356,0.0132683333333,-0.0387362637363
CEREALS RTE/QUAKER/QUAKER GRANOLA W/ OATS/WHEAT& RAISINS,1.0,-0.0488804825682,-0.0803983333333,-0.0167582417582
CEREALS RTE/KASHI ORGANIC PROMISE/STRAWBERRY FIELDS,1.0,-0.0911052039669,-0.0952316666667,-0.0387362637363
CEREALS RTE/GENERAL MILLS/LUCKY CHARMS,1.0,0.0686944075248,0.245935,-0.0387362637363
CEREALS RTE/KELLOGG/KELLOGG'S ALL-BRAN BRAN BUDS,1.0,-0.0277170023515,0.124768333333,-0.0387362637363
ORIENTAL MIX/RICE-BASED,2.0,-0.270023514978,-0.084565,-0.0387362637363
CEREALS RTE/QUAKER/SHREDDED WHEAT/BAGGED CRL,1.0,-0.292413863613,-0.0697316666667,-0.0387362637363
PUDDINGS/CHOC/DRY MIX/INST/PREP W/ WHOLE MILK,3.0,-0.17841733974,-0.119565,0.0601648351648
GELATIN DSSRT/DRY MIX/RED CAL/W/ ASPRT,3.0,-0.300695225437,-0.124231666667,-0.0387362637363
CEREALS RTE/KELLOGG'S APPL JACKS W/ MARSHMALLOWS,1.0,0.221746242715,0.143101666667,-0.0387362637363
CEREALS/QUAKER/HOMINY GRITS/WHITE/QUICK/DRY,1.0,-0.290471321951,-0.066565,-0.0387362637363
CEREALS/CREAM OF WHEAT/INST/DRY,1.0,-0.296605664043,0.351435,-0.0387362637363
CEREALS RTE/GENERAL MILLS/WHEAT CHEX,1.0,-0.195389019528,0.384768333333,-0.0387362637363
FROSTINGS/GLAZE/PREPARED-FROM-RECIPE,3.0,0.521715571005,-0.124731666667,-0.0277472527473
SNACKS/POPCORN/HOME-PREPARED/OIL-POPPED/UNSALTED,2.0,-0.295174317554,-0.0788983333333,-0.0387362637363
FROZEN NOVELTIES/ICE TYPE/POP/W/ LO CAL SWTNR,3.0,-0.285154892138,-0.114065,-0.0387362637363
CEREALS/CREAM OF RICE/CKD W/ H2O/W/ SALT,1.0,-0.300286269298,-0.0592316666667,-0.0387362637363
CANDIES/HARD/DIETETIC OR LO CAL (SORBITOL),3.0,0.650127798794,-0.125231666667,-0.0387362637363
FROZEN NOVELTIES/SUGAR FREE/CREAMSICLE POPS,3.0,-0.296298946938,-0.124731666667,-0.0387362637363
FRZ NVL/ KLONDIKE/SLIM-A-BEAR FUDG BR/98% FT FR/NO SGR ADDED,3.0,-0.228105510684,-0.113398333333,0.0381868131868
CEREALS RTE/KELLOGG'S/SPL K PROT PLUS,1.0,-0.0931499846641,0.296435,-0.0387362637363
FRUIT LEATHER/ROLLS,3.0,0.201911869952,-0.108398333333,-0.0387362637363
FROSTINGS/COCONUT-NUT/RTE,3.0,0.108260914017,-0.116231666667,-0.0387362637363
CEREALS RTE/UNCLE SAM CRL,1.0,-0.284745935998,-0.058065,-0.0387362637363
CEREALS/FARINA/ENR/ASSORTED BRANDS/QUICK/CKD W/ H2O/WO/ SALT,1.0,-0.292925058787,-0.0363983333333,-0.0387362637363
TORTILLA CHIPS/LOFAT/BKD WO/FAT,2.0,-0.293845210101,-0.098565,-0.0387362637363
CEREALS RTE/MALT-O-MEAL/TOOTIE FRUITIES,1.0,0.166537163889,0.133101666667,-0.0277472527473
CANDIES/MARS SNACKFOOD US/SNICKERS BAR,3.0,0.215305183519,-0.113231666667,0.104120879121
MILK DSSRT/FRZ/MILK-FAT FREE/CHOC,3.0,0.0847459359984,-0.124565,-0.0387362637363
CEREALS RTE/GENERAL MILLS/COUNT CHOCULA,1.0,0.0376137409263,0.153101666667,-0.0387362637363
POPCORN/MICROWAVE/LOFAT&NA,2.0,-0.295174317554,-0.0872316666667,-0.0387362637363
FORMBAR/MARSSNACK/SNICKERS MARATHONPROTPERFBAR/CARMELNUTRUSH,2.0,-0.00675800020448,0.0436016666667,0.0271978021978
POTATO CHIPS/BARBECUE-FLAVOR,2.0,-0.244770473367,-0.102565,-0.0387362637363
CEREALS RTE/QUAKER/HONEY GRAHAM OH!S,1.0,0.141284122278,0.241268333333,-0.0387362637363
SHERBET/ORANGE,3.0,-0.052049892649,-0.122898333333,-0.0277472527473
PIE FILLINGS/APPL/CND,3.0,-0.159605357325,-0.120398333333,-0.0387362637363
PUDDINGS/BANANA/DRY MIX/INST/PREP W/ WHL MILK,3.0,-0.123003782844,-0.124398333333,0.0601648351648
CEREALS RTE/KELLOGG'S CINN JACKS,1.0,0.0458951027502,0.143101666667,-0.0387362637363
CEREALS RTE/GENERAL MILLS/CHOC LUCKY CHARMS,1.0,0.0724772518147,0.143101666667,-0.0387362637363
CANDIES/NOUGAT/W/ ALMONDS,3.0,0.551262652081,-0.115398333333,-0.0387362637363
CANDIES/WHATCHAMACALLIT CANDY BAR,3.0,0.198844698906,-0.106398333333,0.0931318681319
MILK & CRL BAR,2.0,0.16929761783,-0.0253983333333,0.0271978021978
CEREALS RTE/POST/GOLDEN CRISP,1.0,0.247306001431,-0.013565,-0.0387362637363
CEREALS RTE/RALSTON TASTEEOS,1.0,-0.25325631326,0.374768333333,-0.0387362637363
CANDIES/FONDANT/PREPARED-FROM-RECIPE,3.0,0.6082097945,-0.125065,-0.0387362637363
CEREALS RTE/GENERAL MILLS/HONEY NUT CHEERIOS,1.0,0.0387383703098,0.143101666667,-0.0387362637363
CEREALS RTE/KELLOGG/SMORZ,1.0,0.13586545343,0.124768333333,-0.0387362637363
PIE FILLINGS/CHERRY/LO CAL,3.0,-0.207146508537,-0.119731666667,-0.0387362637363
CEREALS RTE/KASHI GOLEAN CRISP TSTD BERRY CRUMBLE,1.0,-0.0941723750128,-0.0702316666667,-0.0387362637363
CANDIES/YORK BITES,3.0,0.466097536039,-0.109565,-0.0277472527473
